yearID,W,L,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,salary
1999,2,2,0,0,0,57,19,7,2,18,19,0.284,3.32,2,1,0,0,91,4,7,2,4,2,200000
1999,2,5,0,0,0,200,74,42,11,23,46,0.281,5.67,1,2,3,0,295,10,44,2,4,4,210000
1999,2,4,0,0,1,160,66,24,6,23,31,0.307,4.05,0,1,4,0,246,2,27,0,4,5,365000
1999,2,4,0,0,34,204,64,21,6,15,43,0.242,2.78,1,1,1,0,284,56,25,1,2,2,3408333
1999,2,3,0,0,1,147,48,27,3,18,35,0.261,4.96,0,4,1,0,204,10,29,0,1,8,800000
1999,2,5,0,0,2,144,37,24,6,25,50,0.222,4.5,4,0,2,0,197,13,24,2,1,6,850000
1999,2,2,0,0,0,149,55,15,3,16,40,0.284,2.72,3,6,0,0,214,12,19,2,2,4,205000
1999,2,8,0,0,24,262,93,42,15,28,82,0.272,4.33,2,6,2,0,377,56,42,2,3,6,1500000
1999,2,1,0,0,1,91,27,14,2,22,35,0.245,4.15,2,2,3,1,139,8,14,2,2,2,1816666
1999,2,2,0,0,0,208,69,32,6,34,62,0.256,4.15,1,1,3,0,309,17,38,1,1,4,900000
1999,2,0,0,0,0,75,30,14,1,10,15,0.303,5.04,0,0,2,0,112,0,15,0,1,2,1500000
1999,2,1,0,0,3,83,27,15,2,18,17,0.27,4.88,3,3,1,1,126,13,16,2,5,2,2500000
1999,2,3,0,0,0,152,49,25,4,36,45,0.257,4.44,0,4,1,0,233,9,29,2,3,5,500000
1999,2,3,0,0,43,220,68,25,1,33,69,0.245,3.07,1,3,4,0,321,66,27,2,3,5,6180000
1999,2,2,0,0,0,47,22,12,2,9,20,0.333,6.89,0,2,1,1,76,5,12,0,0,1,200000
1999,2,1,0,0,0,93,33,16,2,15,15,0.268,4.65,0,2,1,0,139,6,18,0,0,6,200000
1999,2,1,0,0,1,158,52,23,5,18,27,0.263,3.93,2,2,1,0,221,11,24,1,3,11,450000
1999,2,1,0,0,0,154,61,26,6,20,40,0.292,4.56,2,4,1,0,234,6,31,3,1,4,1300000
1999,2,3,0,0,2,122,45,21,8,24,36,0.281,4.65,0,0,3,0,188,17,24,1,0,2,725000
1999,2,1,0,0,0,124,46,24,7,13,35,0.291,5.23,1,1,3,0,179,14,24,5,0,5,800000
1999,2,4,0,0,0,166,54,18,5,25,27,0.257,2.93,3,1,2,1,243,18,24,3,3,3,200000
1999,2,2,0,0,0,187,71,30,5,18,59,0.289,4.33,4,2,1,0,271,10,30,4,2,2,2016667
1999,2,3,0,0,3,113,26,17,2,22,35,0.198,4.06,4,0,2,0,158,17,17,2,1,6,725000
1999,2,3,0,0,0,153,49,24,3,26,44,0.257,4.24,1,4,4,1,227,14,28,4,2,4,660000
1999,2,4,0,0,1,232,76,32,11,24,57,0.254,3.72,4,7,0,1,331,23,38,5,3,5,400000
1999,2,0,0,0,0,181,77,38,5,19,43,0.304,5.67,3,2,1,0,275,18,38,0,2,5,290000
1999,2,4,0,0,0,183,83,57,13,32,31,0.335,8.41,8,3,2,0,288,17,61,3,3,12,300000
1999,2,6,0,0,0,230,86,52,10,40,50,0.283,6.1,0,3,4,0,351,2,58,1,2,9,200000
1999,2,1,0,0,0,202,69,33,4,35,53,0.272,4.41,2,7,5,0,303,15,35,5,4,2,375000
1999,2,2,0,0,0,110,48,37,2,32,20,0.327,9.08,1,1,2,0,183,0,38,1,1,8,200000
1999,2,2,0,0,0,47,24,18,5,13,11,0.333,10.34,1,2,0,0,85,1,20,0,0,0,300000
1999,2,3,0,0,40,202,48,16,5,15,73,0.197,2.14,2,4,0,0,263,54,23,1,3,8,4775000
1999,2,4,0,0,3,220,94,46,11,30,47,0.314,5.65,2,1,4,0,334,10,47,0,1,12,455000
1999,2,2,0,0,2,185,53,26,5,39,72,0.232,3.79,1,5,3,1,277,12,30,4,3,5,202000
1999,2,4,0,0,1,200,55,32,8,47,61,0.222,4.32,3,3,2,0,300,12,33,1,2,4,200000
1999,2,0,0,0,0,164,65,36,7,25,33,0.295,5.93,3,4,8,1,258,12,38,3,2,5,1150000
1999,2,3,0,0,0,199,67,28,6,29,55,0.262,3.8,2,2,2,0,292,26,32,2,3,4,250000
1999,2,1,0,0,0,88,25,13,2,16,13,0.234,3.99,2,4,1,0,127,2,15,2,1,6,200000
1999,2,2,0,0,1,119,36,18,5,22,32,0.252,4.08,3,2,1,0,173,6,18,3,4,3,200000
1999,2,2,0,0,1,119,36,18,5,22,32,0.252,4.08,3,2,1,0,173,6,18,3,4,3,750000
1999,2,2,0,0,0,153,38,31,11,27,45,0.208,5.47,3,0,2,0,214,3,32,1,1,3,200000
1999,2,5,2,1,0,185,71,38,9,22,40,0.293,5.55,3,3,0,0,272,0,42,6,2,3,220000
1999,2,8,0,0,4,292,108,62,10,39,77,0.281,5.73,0,4,3,3,433,9,70,3,3,11,270000
1999,2,8,0,0,0,246,110,63,14,42,37,0.317,6.91,3,7,2,0,394,3,71,2,1,9,400000
1999,2,6,2,1,0,269,100,51,9,26,48,0.287,5.12,0,3,0,0,385,2,54,5,6,8,215000
1999,2,8,0,0,0,246,101,71,19,46,60,0.297,7.79,0,8,1,1,392,2,75,2,3,6,4766667
1999,2,10,0,0,0,269,116,74,23,39,40,0.317,7.43,1,2,6,3,420,0,77,6,3,7,2333333
1999,1,1,0,0,0,255,76,32,13,29,37,0.247,3.39,2,3,3,0,349,12,40,2,7,8,208000
1999,1,1,0,0,3,88,23,7,1,12,20,0.219,2.15,1,1,0,0,118,10,9,1,0,3,200000
1999,1,1,0,0,0,118,47,24,4,14,22,0.294,5.49,1,1,0,0,175,6,27,0,1,6,200000
1999,1,4,0,0,0,99,31,15,6,12,15,0.256,4.09,4,0,1,0,136,10,16,1,1,5,345000
1999,1,0,0,0,0,18,7,5,2,6,2,0.333,7.5,1,0,0,0,28,3,5,1,0,2,325000
1999,1,0,0,0,0,8,5,3,2,1,0,0.417,10.13,0,0,0,0,13,0,3,0,0,0,225000
1999,1,2,0,0,0,72,25,14,4,19,14,0.284,5.25,3,0,2,0,113,5,15,3,1,0,200000
1999,1,0,0,0,0,93,35,20,5,22,22,0.278,5.81,2,1,2,1,151,10,23,1,0,1,750000
1999,1,4,0,0,0,177,69,39,14,25,31,0.296,5.95,1,4,2,0,264,0,41,4,0,7,400000
1999,1,2,0,0,0,72,25,14,4,19,14,0.284,5.25,3,0,2,0,113,5,15,3,1,0,750000
1999,1,1,0,0,2,139,50,30,9,20,36,0.275,5.83,3,2,2,0,207,15,32,0,3,2,1600000
1999,1,1,0,0,0,75,38,21,6,15,17,0.339,7.56,2,1,1,0,129,8,22,0,1,2,240000
1999,1,1,0,0,0,66,28,21,3,12,18,0.315,8.59,0,0,1,0,106,7,21,2,2,0,200000
1999,1,0,0,0,0,54,16,5,3,9,9,0.235,2.5,0,1,2,0,80,2,5,1,0,0,776000
1999,1,2,0,0,0,183,68,30,13,14,61,0.281,4.43,1,0,2,0,261,18,31,2,1,4,300000
1999,1,1,0,0,0,42,20,13,2,6,16,0.333,8.36,0,0,0,0,68,3,15,1,1,0,200000
1999,1,0,0,0,1,194,73,45,6,30,50,0.289,6.26,3,7,4,0,292,21,48,1,4,8,1600000
1999,1,1,0,0,0,70,20,15,3,20,16,0.227,5.79,2,2,1,1,110,4,15,1,0,1,200000
1999,1,3,0,0,1,56,31,20,6,10,7,0.383,9.64,2,0,2,0,95,1,20,1,1,1,210000
1999,1,4,0,0,12,154,72,39,7,21,27,0.343,6.84,3,1,2,0,237,36,40,2,2,5,2500000
1999,1,2,0,0,0,70,33,18,2,15,7,0.337,6.94,0,2,1,0,115,0,22,0,1,2,255000
1999,1,4,0,0,12,154,72,39,7,21,27,0.343,6.84,3,1,2,0,237,36,40,2,2,5,200000
1999,1,4,1,0,0,122,46,22,9,17,15,0.286,4.87,0,0,3,0,182,0,23,0,1,3,200000
1999,1,0,0,0,0,148,40,24,8,22,25,0.225,4.38,0,2,4,0,206,20,24,1,1,6,300000
1999,1,1,0,0,0,56,20,10,3,8,18,0.27,4.82,3,4,0,0,84,4,10,1,1,0,1950000
1999,1,5,0,0,26,129,48,19,3,14,38,0.287,3.98,3,1,2,1,189,38,23,4,2,3,2500000
1999,1,2,0,0,5,26,5,5,0,8,11,0.161,5.19,0,0,0,0,40,9,6,0,1,0,2800000
1999,1,1,0,0,2,77,30,20,4,14,28,0.294,7.01,1,1,0,0,118,8,20,1,1,2,320000
1999,1,2,0,0,0,47,16,11,2,11,9,0.267,6.32,2,1,0,0,71,5,11,0,0,0,600000
1999,1,0,0,0,0,117,26,16,2,38,41,0.195,3.69,1,5,0,0,176,7,17,4,1,5,206000
1999,1,0,0,0,0,33,19,17,1,5,9,0.396,13.91,0,1,0,0,55,4,17,1,1,1,375000
1999,1,1,0,0,1,132,40,23,5,26,42,0.241,4.7,0,6,3,0,198,10,28,1,2,4,200000
1999,1,1,0,0,0,120,46,18,5,27,18,0.293,4.05,1,4,2,1,188,7,21,1,1,9,215000
1999,1,0,0,0,0,15,8,4,0,2,4,0.364,7.2,0,0,0,0,24,1,4,0,0,0,210000
1999,1,2,0,0,1,82,20,14,2,20,31,0.211,4.61,2,4,5,1,121,10,15,1,0,1,762500
1999,1,1,0,0,0,93,30,12,5,12,35,0.25,3.48,2,6,0,0,134,10,15,2,0,0,215000
1999,1,2,0,0,10,109,24,11,4,25,50,0.186,2.72,1,0,2,0,157,32,11,0,1,3,735000
1999,1,5,0,0,3,194,54,24,10,31,55,0.229,3.34,3,4,0,0,268,21,25,1,0,8,200000
1999,1,6,0,0,0,198,60,27,6,34,64,0.235,3.68,1,4,4,0,300,17,36,4,3,1,1800000
1999,1,4,0,0,0,166,66,45,10,32,34,0.3,7.32,0,0,7,0,261,7,49,1,1,7,272500
1999,1,2,0,0,0,185,69,36,9,29,43,0.288,5.25,6,2,0,0,274,2,40,3,2,7,350000
1999,1,1,0,0,1,106,48,17,3,15,22,0.327,4.33,1,4,3,1,166,12,20,1,0,8,200000
1999,1,7,0,0,0,260,117,63,14,43,44,0.326,6.54,0,6,5,2,413,7,69,2,4,10,200000
1999,1,1,0,0,1,106,48,17,3,15,22,0.327,4.33,1,4,3,1,166,12,20,1,0,8,500000
1999,1,3,0,0,0,118,42,17,5,11,34,0.28,3.89,3,2,3,0,168,9,20,3,1,4,230000
1999,1,2,0,0,0,63,19,8,1,11,9,0.247,3.43,2,0,0,1,88,5,8,0,0,2,200000
1999,1,3,0,0,1,151,41,24,6,14,36,0.223,4.29,4,2,7,0,209,8,24,3,1,4,200000
1999,1,3,0,0,2,148,49,15,6,24,40,0.254,2.74,5,2,3,0,223,16,21,2,1,3,350000
1999,1,1,0,0,1,148,47,24,3,23,31,0.255,4.38,2,1,1,0,211,16,26,1,1,6,490000
1999,1,5,0,0,1,121,68,37,8,22,32,0.368,8.26,2,4,0,0,209,6,42,2,0,4,206000
1999,1,4,0,0,0,165,80,47,5,30,28,0.346,7.69,0,4,6,0,273,1,48,3,3,3,240000
1999,1,4,0,0,0,98,40,14,1,17,16,0.308,3.86,0,2,3,1,153,4,16,0,3,5,200000
1999,1,3,0,0,0,113,36,25,7,17,29,0.257,5.97,0,1,2,0,162,0,28,1,2,2,200000
1999,1,3,0,0,0,88,34,18,4,10,21,0.298,5.52,0,1,2,0,130,0,18,3,1,1,5080000
1999,1,3,0,0,1,118,43,28,7,22,31,0.279,6.41,2,2,2,0,179,2,29,0,1,3,475000
1999,1,6,0,0,1,253,96,50,16,42,66,0.286,5.34,1,4,4,1,386,7,52,1,3,3,212000
1999,1,10,1,0,0,188,85,56,11,36,34,0.324,8.04,1,2,1,0,305,1,62,4,2,4,300000
1999,0,4,0,0,0,57,31,17,4,5,12,0.369,8.05,0,0,2,0,93,0,17,1,1,2,500000
1999,0,0,0,0,0,2,1,2,0,6,0,0.333,27,0,0,0,0,10,0,2,1,0,0,5200000
1999,0,3,0,0,0,131,59,29,7,19,26,0.322,5.98,0,3,2,0,207,7,29,2,1,3,800000
1999,0,2,0,0,1,96,28,19,5,20,35,0.239,5.34,3,2,2,0,144,12,21,2,3,4,800000
1999,0,0,0,0,0,6,4,1,0,1,1,0.5,4.5,0,0,0,0,9,0,1,0,0,1,200000
1999,0,0,0,0,0,26,15,12,2,9,12,0.395,12.46,2,1,2,0,49,7,12,0,0,2,1100000
1999,0,2,0,0,11,53,17,11,2,12,24,0.246,5.6,2,0,1,0,82,15,11,0,0,1,3750000
1999,0,2,0,0,0,38,15,11,3,8,9,0.3,7.82,2,1,3,0,64,7,11,1,1,2,500000
1999,0,0,0,0,0,61,21,12,3,23,20,0.259,5.31,5,3,1,0,106,1,15,1,0,1,200000
1999,0,1,0,0,0,118,63,33,10,11,35,0.368,7.55,1,2,0,0,183,8,36,0,1,7,215000
1999,0,1,0,0,0,12,8,6,1,4,2,0.421,13.5,0,0,0,0,23,2,6,0,0,1,200000
1999,0,0,0,0,0,9,6,6,1,3,1,0.462,18,0,0,0,0,17,1,6,1,0,0,205000
1999,0,1,0,0,0,3,4,3,1,3,0,0.667,27,0,0,0,0,9,0,3,0,0,0,800000
1999,0,0,0,0,0,35,8,6,0,3,18,0.2,4.63,0,0,0,0,45,4,6,2,0,1,200000
1999,0,2,0,0,0,121,43,21,3,16,22,0.27,4.69,0,0,3,0,178,1,22,0,0,5,550000
1999,0,1,0,0,0,28,13,9,2,3,8,0.325,8.68,1,0,0,0,44,0,9,0,1,0,225000
1999,0,0,0,0,0,6,2,1,1,1,0,0.25,4.5,0,0,0,0,9,0,1,0,0,0,203000
1999,0,0,0,0,0,9,6,6,1,3,2,0.4,18,0,0,0,0,18,1,6,0,0,0,687500
1999,0,0,0,0,0,44,21,14,5,10,10,0.328,8.59,0,0,0,0,75,3,14,1,0,1,200000
1999,0,0,0,0,0,10,7,4,2,2,3,0.389,10.8,0,0,0,0,20,0,5,0,0,0,380000
1999,0,1,0,0,0,32,9,4,2,3,6,0.237,3.38,1,2,1,0,45,2,4,1,2,0,280000
1999,0,1,0,0,0,104,50,34,3,21,16,0.34,8.83,1,1,5,3,180,5,36,5,2,2,265000
1999,0,1,0,0,0,32,21,17,1,6,5,0.438,14.34,0,0,0,0,56,2,17,0,2,0,240000
1999,0,5,0,0,2,168,72,46,9,36,37,0.329,7.39,3,6,5,0,265,3,51,1,4,10,200000
1999,0,0,0,0,0,24,4,5,1,6,7,0.143,5.63,0,0,0,0,34,3,5,0,0,0,200000
1999,0,0,0,0,0,8,6,5,1,6,4,0.462,16.88,0,1,0,0,19,0,5,0,0,0,207500
1999,0,1,0,0,0,25,7,3,2,5,5,0.259,3.24,0,0,0,0,34,4,4,1,1,1,216000
1999,0,1,0,0,0,73,41,25,6,5,10,0.376,9.25,0,0,0,0,116,2,26,0,2,3,260000
1999,0,0,0,0,0,15,9,5,1,3,4,0.409,9,0,0,1,0,26,2,5,0,0,2,265000
1999,0,0,0,0,0,14,4,4,0,3,5,0.222,7.71,0,1,1,0,22,1,5,0,0,0,1050000
1999,0,0,0,0,0,15,5,7,3,3,3,0.25,12.6,1,0,0,0,23,2,7,0,0,0,4583334
1999,0,0,0,0,0,3,1,0,0,0,1,0.25,0,0,0,0,0,4,1,0,0,0,0,242500
1999,0,1,0,0,0,25,12,6,1,7,5,0.343,6.48,0,1,1,0,43,3,6,0,0,0,210000
1999,0,0,0,0,0,15,9,5,1,3,4,0.409,9,0,0,1,0,26,2,5,0,0,2,610000
1999,0,1,0,0,0,54,15,9,3,11,23,0.231,4.5,0,0,0,0,78,5,10,2,0,2,200000
1999,0,2,0,0,19,122,40,13,1,19,41,0.255,2.88,1,0,2,0,182,34,14,3,1,2,2950000
1999,0,0,0,0,0,1,2,3,0,1,0,1,81,1,0,0,0,4,0,3,1,0,0,207500
1999,0,0,0,0,0,21,11,9,2,6,7,0.393,11.57,1,2,0,0,37,0,9,2,1,1,200000
1999,0,0,0,0,0,25,16,9,1,3,6,0.421,9.72,0,1,2,0,47,3,11,2,2,0,675000
1999,0,4,0,0,0,92,41,30,10,21,14,0.323,8.8,0,2,4,0,153,2,31,1,0,3,200000
1999,0,0,0,0,0,4,2,1,0,0,1,0.333,6.75,0,0,0,0,6,0,1,0,0,0,3000000
1999,0,2,0,0,0,55,23,13,3,9,11,0.324,6.38,1,1,0,0,81,1,13,0,1,2,200000
1999,0,2,0,0,0,126,47,44,7,34,32,0.283,9.43,2,2,4,0,207,3,47,0,3,0,212000
1999,0,1,0,0,0,28,14,11,2,8,14,0.318,10.61,1,5,0,0,52,2,12,0,0,0,200000
1999,0,0,0,0,0,29,11,5,1,7,7,0.289,4.66,0,0,1,0,47,7,5,1,0,1,201500
1999,0,0,0,0,0,6,2,0,0,0,2,0.286,0,0,0,0,0,7,2,0,0,0,1,550000
1999,0,1,0,0,0,53,21,14,2,14,7,0.304,7.13,0,1,2,0,86,3,15,0,0,4,220000
1999,0,0,0,0,0,3,3,2,0,0,1,0.5,18,0,0,0,1,6,1,2,0,0,0,210000
1999,0,0,0,0,0,26,15,12,2,9,12,0.395,12.46,2,1,2,0,49,7,12,0,0,2,200000
1999,0,1,0,0,0,62,15,6,0,14,15,0.205,2.61,0,0,1,0,91,3,7,0,2,2,267500
1999,0,0,0,0,0,30,20,8,1,2,6,0.417,7.2,0,3,0,0,51,3,8,0,1,1,450000
1999,0,0,0,0,0,3,3,3,0,2,0,0.5,27,0,0,0,0,8,0,3,0,0,0,220000
1999,0,2,0,0,0,166,70,37,6,23,38,0.318,6.02,0,3,2,0,250,9,38,1,4,9,200000
1999,0,2,0,0,2,33,9,12,1,15,12,0.231,9.82,1,2,4,0,60,7,12,0,2,1,379000
1999,0,3,0,0,0,68,28,21,4,9,26,0.308,8.34,1,2,0,0,104,5,21,3,1,1,1500000
1999,0,2,0,0,0,73,24,11,5,8,18,0.255,4.07,0,0,1,0,104,9,13,1,0,2,200000
1999,0,1,0,0,0,22,10,4,1,2,1,0.323,4.91,0,1,0,0,33,0,4,0,0,1,2250000
1999,0,0,0,0,0,20,11,8,1,4,12,0.355,10.8,0,1,1,1,36,2,8,0,0,1,255000
1999,0,0,0,0,0,56,19,12,5,4,25,0.264,5.79,1,0,2,0,80,1,12,1,1,0,200000
1999,0,5,0,0,31,191,55,24,5,30,57,0.235,3.39,5,0,3,0,272,48,26,4,1,7,200000
1999,0,1,0,0,0,48,17,10,5,6,7,0.27,5.63,0,1,1,0,71,3,12,0,1,1,200000
1999,0,3,0,0,1,74,32,21,5,20,17,0.308,7.66,2,3,1,1,128,5,24,3,0,2,200000
1999,0,1,0,0,0,34,24,18,4,3,4,0.444,14.29,0,0,1,0,59,1,18,0,1,1,230000
1999,0,3,0,0,0,34,23,19,1,7,10,0.426,15.09,0,0,1,0,64,1,24,1,1,1,450000
1999,0,1,0,0,0,47,8,3,1,9,20,0.154,1.72,1,0,1,1,64,2,4,1,1,1,200000
1999,0,0,0,0,0,71,24,11,5,11,20,0.264,4.18,0,0,0,0,102,2,11,0,0,4,200000
1999,0,7,0,0,0,115,56,39,11,11,36,0.335,9.16,1,1,1,1,183,1,44,4,0,2,201000
1999,0,1,0,0,1,99,26,12,2,14,39,0.215,3.27,0,2,1,0,137,1,12,1,0,2,200000
1999,0,4,0,0,0,150,60,32,7,26,25,0.297,5.76,4,1,1,1,234,1,33,3,2,5,201500
2000,7,4,0,0,36,227,58,24,4,25,58,0.208,2.85,3,2,0,0,311,61,26,5,2,3,7250000
2000,7,8,0,0,0,413,158,95,26,42,111,0.285,6.21,0,7,11,1,618,8,98,4,6,9,265000
2000,7,10,1,1,0,510,183,103,21,67,78,0.276,5.45,2,4,6,3,742,0,112,2,5,30,210000
2000,7,2,0,0,0,253,64,35,16,37,49,0.215,3.74,0,1,1,0,340,0,38,1,3,7,222500
2000,7,10,2,0,0,520,200,85,22,39,95,0.292,4.41,0,5,4,0,743,2,92,3,9,14,265000
2000,7,8,0,0,0,393,150,76,20,45,93,0.287,5.22,2,5,6,0,588,0,86,6,8,11,6666667
2000,7,9,0,0,0,494,157,75,12,88,96,0.261,4.1,5,9,18,2,718,1,81,4,6,26,1025000
2000,6,3,0,0,4,178,63,32,5,21,44,0.275,4.85,2,1,0,0,260,14,37,5,5,4,1750000
2000,6,3,0,0,1,184,50,20,4,29,51,0.221,2.93,1,0,2,0,259,12,22,0,2,4,200000
2000,6,4,0,0,0,146,45,23,4,18,40,0.242,4.25,2,3,1,0,207,9,23,1,1,3,1500000
2000,6,2,0,0,5,150,35,18,7,25,40,0.205,3.24,2,3,2,0,201,20,18,3,0,9,550000
2000,6,3,0,0,2,177,63,35,8,31,53,0.27,5.34,4,3,5,2,269,15,35,0,0,5,2200000
2000,6,4,0,0,33,207,67,29,6,32,57,0.252,3.78,5,5,3,1,304,57,34,2,1,6,825000
2000,6,5,0,0,34,180,67,28,10,24,53,0.285,4.2,2,0,2,0,269,57,35,4,4,5,6500000
2000,6,10,0,0,0,478,170,97,31,65,102,0.272,5.48,3,4,4,0,706,13,107,4,8,12,4500000
2000,6,11,0,0,0,358,143,74,17,44,57,0.291,5.58,1,4,3,0,547,1,79,3,6,7,4500000
2000,6,9,0,0,2,253,80,33,6,39,56,0.245,3.52,0,5,0,0,369,18,42,3,0,9,1400000
2000,6,6,0,0,14,212,52,35,9,46,111,0.2,4.46,5,3,9,2,320,30,39,2,3,1,762500
2000,6,10,3,1,0,413,160,70,16,49,78,0.294,4.58,1,3,6,0,606,0,76,2,5,12,1000000
2000,6,6,4,1,0,338,110,49,17,32,96,0.253,3.91,4,4,1,0,474,0,49,5,1,8,5650000
2000,6,8,0,0,0,285,107,55,12,38,66,0.285,5.21,4,3,2,1,421,0,63,3,3,9,2050000
2000,6,7,0,0,0,345,115,63,19,63,98,0.264,4.93,7,3,1,1,515,0,66,12,3,4,800000
2000,6,15,0,0,0,502,201,109,32,53,88,0.306,5.86,6,2,2,1,726,0,112,8,7,18,3000000
2000,5,5,0,0,32,150,42,25,7,30,49,0.228,4.5,4,1,2,0,221,45,27,3,2,2,2350000
2000,5,1,0,0,0,120,34,14,4,26,45,0.228,3.15,2,3,0,0,182,14,21,6,1,1,1500000
2000,5,4,0,0,0,152,57,23,5,14,41,0.285,4.09,2,1,1,1,221,10,25,3,3,5,1300000
2000,5,1,0,0,0,170,69,25,4,14,29,0.309,3.97,2,1,2,0,244,12,26,3,2,10,550000
2000,5,6,0,0,45,210,82,33,7,24,47,0.291,4.24,3,0,1,2,311,62,35,3,1,10,380000
2000,5,8,0,0,0,208,51,33,6,29,77,0.205,4.28,3,4,0,0,281,9,34,1,2,8,2750000
2000,5,9,0,0,20,230,79,32,5,25,66,0.266,3.76,4,0,3,0,329,46,33,2,2,9,1200000
2000,5,4,0,0,4,167,46,21,6,26,56,0.221,3.4,6,2,2,0,239,14,24,3,0,3,3350000
2000,5,4,0,0,1,227,76,34,4,61,83,0.27,4.04,8,9,1,2,349,13,36,3,3,12,285000
2000,5,2,0,0,1,161,36,20,4,21,29,0.193,3.35,1,1,0,0,211,14,20,3,0,5,700000
2000,5,6,0,0,0,273,121,70,19,31,61,0.321,6.92,3,4,9,0,425,0,75,2,6,4,230000
2000,5,1,0,0,2,202,71,33,3,36,29,0.268,4.41,6,5,5,0,311,23,41,3,2,5,255000
2000,5,3,0,0,0,210,76,49,18,44,46,0.286,6.3,2,3,2,0,320,2,52,3,5,8,210000
2000,5,4,0,0,3,235,76,33,10,23,68,0.257,3.79,1,4,5,1,330,18,38,2,4,10,700000
2000,5,7,0,0,0,236,102,57,16,53,50,0.323,6.52,1,6,2,0,380,0,59,2,7,7,5600000
2000,5,3,0,0,12,218,55,28,6,37,72,0.207,3.47,1,3,3,0,311,18,29,3,2,7,1400000
2000,5,6,0,0,1,322,133,64,21,31,75,0.302,5.37,1,1,3,0,480,2,67,2,4,7,2650000
2000,5,2,0,0,24,212,63,25,4,28,44,0.239,3.18,6,5,3,0,301,55,27,4,2,7,245000
2000,5,8,1,0,0,278,127,81,14,48,41,0.331,7.87,0,3,5,0,446,0,81,3,5,11,6620921
2000,5,2,0,0,1,208,67,36,8,28,62,0.263,4.67,0,0,3,2,299,18,38,7,6,5,200000
2000,5,3,0,0,0,186,61,28,7,28,59,0.26,4.06,1,1,2,0,274,17,32,3,6,3,240000
2000,5,8,0,0,6,336,92,41,7,75,136,0.224,3.29,7,21,3,1,495,13,45,4,2,9,300000
2000,5,3,0,0,0,282,96,57,15,66,76,0.263,5.46,4,5,2,0,439,12,63,3,3,3,750000
2000,5,9,0,0,0,304,120,68,14,46,80,0.299,6.04,6,1,12,2,470,0,77,3,7,13,325000
2000,5,2,0,0,0,280,89,54,12,63,61,0.255,5.21,4,5,4,0,426,0,63,5,5,5,225000
2000,5,8,0,0,0,432,192,89,25,33,64,0.324,5.56,1,3,8,1,641,1,95,6,2,12,5333333
2000,5,11,1,0,0,432,169,84,13,58,73,0.294,5.25,2,6,7,0,648,0,94,5,3,23,215000
2000,4,5,1,0,0,122,45,31,8,22,22,0.281,6.86,1,1,2,1,186,0,31,1,1,5,4600000
2000,4,2,0,0,2,243,86,39,8,23,31,0.277,4.33,6,3,3,0,341,21,40,4,1,10,1512500
2000,4,1,0,0,0,212,78,43,10,39,53,0.284,5.48,3,3,6,0,325,8,47,4,1,8,255000
2000,4,2,0,0,0,191,51,24,4,30,69,0.219,3.39,3,0,3,0,270,12,25,1,3,2,1617667
2000,4,9,0,0,0,329,124,64,13,49,81,0.286,5.25,3,3,4,1,497,7,79,3,8,18,950000
2000,4,4,0,0,7,225,81,46,9,27,54,0.283,5.52,2,1,3,0,320,30,49,3,1,9,962500
2000,4,3,0,0,1,216,75,34,6,33,57,0.271,4.25,0,14,3,0,324,18,38,6,4,3,825000
2000,4,4,0,0,41,228,39,22,10,38,106,0.148,2.61,2,0,0,0,304,68,24,2,1,2,3437500
2000,4,2,0,0,2,220,86,32,6,18,54,0.292,3.93,4,1,2,0,319,22,34,2,2,5,600000
2000,4,6,0,0,7,221,72,36,6,35,49,0.262,4.4,3,10,3,0,324,26,41,7,4,9,390000
2000,4,7,0,0,43,217,61,24,7,11,85,0.224,2.99,4,4,0,0,291,59,29,3,5,3,6600000
2000,4,4,1,1,0,257,75,36,7,40,60,0.24,3.78,0,2,1,0,363,0,37,5,4,7,252500
2000,4,6,0,0,1,242,89,48,11,41,84,0.28,5.36,0,3,5,0,372,29,48,2,6,5,3950000
2000,4,3,0,0,41,198,37,11,4,19,92,0.162,1.5,1,5,2,0,256,63,15,4,3,3,5500000
2000,4,7,0,0,32,220,76,26,9,23,61,0.272,3.19,1,2,3,1,315,58,33,7,3,7,6000000
2000,4,5,0,0,1,209,80,41,10,34,74,0.286,5.3,3,3,2,3,323,17,45,2,5,3,250000
2000,4,7,0,0,0,203,107,80,14,42,44,0.357,10.64,0,6,2,1,349,4,87,2,3,6,383333
2000,4,5,0,0,4,216,67,33,15,38,72,0.247,4.13,8,8,4,0,322,32,34,7,2,3,2250000
2000,4,4,0,0,42,274,90,26,6,22,79,0.257,2.56,5,2,2,1,379,64,27,4,1,10,625000
2000,4,2,0,0,0,139,38,25,3,43,46,0.228,4.86,6,1,2,0,216,8,27,2,2,2,203000
2000,4,8,1,0,0,324,134,81,10,60,57,0.309,6.75,0,4,7,0,508,1,86,0,7,17,4000000
2000,4,4,0,0,0,160,54,29,9,30,34,0.269,4.89,6,5,0,0,235,15,31,3,1,6,560000
2000,4,5,0,0,0,204,111,73,18,33,35,0.374,9.66,1,2,2,0,337,0,76,2,3,11,1200000
2000,4,3,0,0,9,144,38,16,3,16,48,0.215,3,2,2,1,0,200,20,18,3,3,2,202500
